2.0,7511.740444059024,7511.740444059024
3.0,11057.272127135067,7511.740444059024
3.0,11907.04784647701,5400.0
1.0,2376.0544375915256,3600.0
2.0,7247.2156306488405,8213.028713815656
3.0,10507.842128751701,8019.866097182293
2.0,7695.903309117038,8434.528769110528
4.0,25170.350796810155,8329.010846254316
1.0,3234.498251295555,3600.0
5.0,34585.89286161737,7650.0
4.0,26231.52733107583,7200.0
2.0,7697.478054312354,4500.0
1.0,2509.0039720698123,3600.0
1.0,2818.913656146223,3600.0
3.0,12227.171167760374,5400.0
2.0,7278.070164020746,4500.0
4.0,26680.781209115565,7200.0
3.0,11374.673572629697,5400.0
1.0,2804.525251822042,3600.0
3.0,11512.305142769601,5400.0
4.0,25720.75443665243,7200.0
2.0,7299.825900135864,4500.0
1.0,1969.6083872985373,3600.0
2.0,7407.1139206799535,4500.0
5.0,34713.43713518205,7650.0
1.0,1834.567320366623,3600.0
4.0,25367.531873623768,7200.0
3.0,10958.382197615747,5400.0
1.0,1817.0693078591994,3600.0
1.0,2076.05689228668,3600.0
2.0,6854.293362488679,4500.0
4.0,25164.790969305148,7200.0
4.0,26497.605840387223,7200.0
1.0,1583.5566617665504,3600.0
4.0,26597.709930859393,7200.0
4.0,26424.89206056007,7200.0
5.0,33106.2763444329,7650.0
3.0,10720.274141826563,5400.0
2.0,6271.077516410252,4500.0
2.0,7471.267343054093,4500.0
1.0,2615.830924251638,3600.0
1.0,2267.2361675543334,3600.0
3.0,11348.451662316533,5400.0
1.0,3031.23617346303,3600.0
2.0,7434.1196118108965,4500.0
2.0,7972.16529967831,4500.0
3.0,10805.57703339203,5400.0
3.0,11558.10818766599,5400.0
4.0,26257.891824696373,7200.0
1.0,2232.152008117234,3600.0
3.0,11882.542700944367,5400.0
2.0,7192.343355473854,4500.0
3.0,11411.532838878884,5400.0
4.0,25162.324111854417,7200.0
3.0,10601.346415258871,5400.0
5.0,33905.99608603267,7650.0
5.0,34296.43582254854,7650.0
1.0,2233.271153875142,3600.0
1.0,2547.1083555849486,3600.0
3.0,11702.91268667743,5400.0
4.0,25431.82658322574,7200.0
1.0,2005.1196431790809,3600.0
4.0,26353.11095653965,7200.0
