1.0,1623.5104611538782,3600.0
5.0,33461.4886511609,7650.0
1.0,2321.8943091528395,3600.0
2.0,7637.243272058378,4500.0
5.0,34909.8181311213,7650.0
4.0,26171.324386770673,7200.0
5.0,33776.78640888652,7650.0
1.0,3044.367571439953,3600.0
2.0,6865.591563877453,4500.0
2.0,6577.890824075793,4500.0
2.0,6487.371105055127,4500.0
1.0,3103.7344256495458,3600.0
2.0,7826.173980584622,4500.0
2.0,7497.5084108520505,4500.0
1.0,2653.6849920145446,3600.0
2.0,6291.501548007188,4500.0
4.0,26945.72902085502,7200.0
1.0,2701.8373659207537,3600.0
3.0,11741.33412328132,5400.0
2.0,7302.3242688147575,4500.0
3.0,11546.508250859355,5400.0
3.0,12418.189047828415,5400.0
1.0,2115.3900162543864,3600.0
1.0,1973.4959267953193,3600.0
3.0,12480.694944212411,5400.0
2.0,7640.3888658296455,4500.0
1.0,1429.2661446142488,3600.0
1.0,1685.4428577919284,3600.0
2.0,6190.383761933481,4500.0
1.0,1830.2942414476406,3600.0
5.0,33671.9366080987,7650.0
2.0,6285.554096766952,4500.0
1.0,2820.9202270163223,3600.0
2.0,7680.779004375377,4500.0
1.0,2638.257934929463,3600.0
1.0,3056.4680485110493,8329.010846254316
